node_id,region,cpu_pct,ram_pct,bandwidth_mbps,latency_ms,active_connections,predicted_latency_ms
N012,us-east,61,29.1,6321.8,39.29,921,101.13
N001,ap-south,23.3,55.7,2183.5,188.91,886,290.29
N003,sa-east,45.5,41.1,8463.7,116.1,953,206.07
N010,eu-central,31.3,46.9,8499.8,32.12,377,61.02
N005,us-east,10.4,58.6,3191.4,261.66,354,344.08
N005,ap-northeast,92.6,35.3,2189.7,146.14,596,260.8
N008,eu-central,31.3,10.4,1232.4,261.79,377,330.69
N010,us-east,36.2,47.9,3124,34.93,703,81.98
N011,us-east,45,64.7,4809,141.3,862,246.67
N009,sa-east,87.6,36,2047.1,36.93,561,85.59
N004,eu-central,51.6,51.7,280.8,245.79,675,385.31
N006,us-east,59.4,54.2,2290.5,43.54,658,97.24
N007,eu-central,23.7,17.7,8863.1,225.27,278,279.16
N009,us-west,66.3,14.2,921,273.14,2,376.71
N012,sa-east,55.3,68,61.3,99.5,902,194.67
N010,us-east,61.8,13.7,7740,184.21,87,253.89
N009,eu-central,91.3,92.6,9979.9,271.56,923,525.5
N011,eu-central,74.9,94.1,6254,93.26,452,180.04
N011,ap-northeast,92.6,88.4,6162.2,207.42,478,388.48
N012,ap-south,95.6,34.6,8407.5,293.09,557,494.84
N007,us-west,7.2,85.4,3950.2,264.12,82,352.91
N001,ap-south,29.6,87.6,8830,190.46,943,321.41
N008,eu-central,85.3,9.3,6758.2,17.8,595,55.69
N001,ap-south,61.8,83.3,6754.1,122.5,836,236.17
N002,us-east,38.1,25,8714.1,87.67,10,112.18
N011,sa-east,61.4,6.2,4014,229.05,880,348.1
N001,eu-central,62.4,66,2707.5,152.21,670,266.69
N001,eu-central,44.4,10.4,4867.7,155.22,249,207.51
N012,sa-east,24.4,39.6,6623.5,118.25,335,165.04
N012,sa-east,11.6,20.9,1302.2,289.08,806,366.29
N008,us-east,93,38.5,2328.4,77.83,423,145.16
N010,ap-northeast,41.4,12,8294.4,264.98,65,333.68
N003,ap-south,51.4,37.7,8120.8,204,316,297.86
N004,ap-northeast,54.7,37.8,3900.1,278.18,895,434.06
N008,ap-northeast,47.8,81.1,5721.7,223.81,822,378.9
N004,ap-south,2.6,34.3,9556.3,249.66,570,309.95
N012,us-east,7.7,92.1,5485.5,282.48,191,389.63
N004,sa-east,86.6,43.1,8015,82.47,362,148.13
N008,ap-northeast,62.1,54.8,9549.4,277.69,559,442.59
N007,sa-east,7.5,57.4,3399.4,33.36,292,55.59
N007,ap-south,70.1,42.2,4628.5,82.64,934,169.93
N010,sa-east,96,85.1,4221.9,130.73,711,266.11
N006,ap-south,63.7,75.6,6464.1,298.16,141,475.31
N008,us-east,41.4,85.7,4474.1,290.33,702,468.47
N010,sa-east,96.8,62,6080.6,177.81,682,334.72
N012,ap-south,94.5,45,7624.3,228.27,554,398.07
N009,sa-east,24.2,88.6,3859.1,40.94,327,74.33
N008,us-east,7.8,15.5,9220.8,250.91,721,309.71
N003,eu-central,20.2,44.6,1643.9,186.1,554,260.26
N006,eu-central,10,68.1,1870,16.51,452,43.68
N011,us-east,84.8,32.8,7618.7,75.01,704,150.22
N011,sa-east,30.6,28.3,2184.2,169.39,270,224.79
N008,sa-east,61.8,92.2,8887.2,231.61,916,420.16
N004,eu-central,32.7,78.1,6653.5,212.48,628,333.94
N002,us-west,36.6,7.1,3014.2,28.54,681,68.49
N006,ap-south,52.5,45.4,2087.3,109.5,106,160.11
N003,eu-central,71.2,29.7,8210.5,106.51,669,188.42
N002,ap-northeast,80.3,91.4,7034.1,220.03,142,382.51
N012,eu-central,83.8,55.6,4221.9,223.67,414,379.54
N012,ap-south,37.4,48.4,8112.2,115.89,891,200.81
N003,eu-central,88.6,37.6,363.4,88.33,211,149.08
N001,us-east,94.1,11.5,1168.8,14.27,61,24.58
N007,sa-east,47.2,87.8,6434.1,112.01,951,218.78
N001,us-east,45.2,71.2,9256.7,238.67,370,367.75
N007,us-west,73.1,89.7,4376.1,239.52,516,424.48
N009,us-east,34.1,45.6,2633.1,260.89,809,385.48
N007,ap-south,46.5,45.9,8617.6,153.96,177,222.16
N009,eu-central,79.3,18.4,7525,6.56,552,37.16
N001,sa-east,47.3,87.9,4093.5,130.92,593,229.89
N008,eu-central,10.6,47.4,5577.3,184.69,462,246.76
N012,sa-east,45.5,34.7,9699.9,89.27,903,165.05
N012,ap-northeast,77.7,28,2745.6,86.37,421,149.04
N010,us-east,29.1,28,3911.5,42.22,51,54.85
N003,eu-central,29.7,86.9,7459.1,123.89,422,199.27
N005,eu-central,92.8,42.6,3327.1,38.27,166,69.76
N004,sa-east,84.6,13.3,2607.2,26.04,31,39.76
N009,us-east,62.8,19.1,2995.4,286.72,622,426.1
N009,ap-south,16,32.6,6485,236.85,302,296.64
N004,sa-east,90.2,77.5,1644.7,230.53,680,428.05
N011,us-west,43.6,30.8,1242.4,280.1,286,384.22
